364,48,216,oumi-shiotsu,3
420,96,217,maibara,1
380,192,218,kusatsu,1
356,216,219,yamashina,1
344,240,220,kyoto,6
444,244,222,tsuge,6
376,300,223,kizu,6
380,336,224,nara,1
364,356,225,ouji,8
388,400,226,takada,1
356,368,228,yao,0
300,496,231,wakayama,3
308,440,232,hineno,1
320,420,233,ootori,1
324,408,234,sugimotocho,0
340,372,235,ten-nouji,8
340,344,236,kyobashi,6
316,356,237,kita-shinchi,6
316,320,238,shin-osaka,3
308,340,239,osaka,3
304,364,240,nishi-kujo,8
224,204,241,sonobe,8
320,376,242,imamiya,8
332,364,243,jr-namba,0
280,352,244,amagasaki,3
216,284,245,tanikawa,3
240,376,248,koube,0
220,388,249,hyougo,8
196,388,250,nishiakashi,8
168,368,251,kakogawa,8
128,372,252,himeji,8
76,400,253,aioi,8
44,400,260,banshu-ako,8
292,416,364,higashi-hagoromo,3
268,436,366,kansai-airport,4
228,408,370,wadamisaki,8
288,368,386,sakurajima,3
348,332,390,hanaten,1
352,368,391,kyuhouji,8
344,338,392,shigino,0
L,216,217,269,1
L,216,219,270,1
L,217,218,271,0
L,218,219,272,1
L,218,222,273,1
L,219,220,274,0
L,220,223,275,0
L,220,238,276,1
L,220,241,277,1
L,222,223,280,1
L,223,224,281,0
L,223,390,481,1
L,224,225,283,1
L,225,226,285,0
L,225,228,286,1
L,226,231,287,1
L,228,391,483,1
L,231,232,293,0
L,232,233,293,0
L,232,366,296,0
L,233,234,293,0
L,233,364,298,0
L,234,235,293,0
L,235,236,300,0
L,235,242,307,1
L,235,391,484,1
L,236,237,302,0
L,236,239,303,1
L,236,392,486,1
L,237,244,302,0
L,238,239,305,0
L,238,392,485,1
L,239,240,307,1
L,239,244,308,0
L,240,242,307,1
L,240,386,310,0
L,242,243,313,0
L,244,245,314,1
L,244,248,315,1
L,245,251,317,0
L,248,249,321,1
L,249,250,322,1
L,249,370,323,0
L,250,251,324,0
L,251,252,325,0
L,252,253,326,1
L,253,260,328,0
L,390,391,480,1
L,390,392,482,1
L,216,219,901,0
L,219,220,901,0
L,218,219,901,0
L,220,238,902,0
L,238,239,902,0
L,238,392,902,0
L,235,242,903,1
L,239,240,903,1
L,240,242,903,1
L,238,239,903,1
L,236,239,903,1
L,235,242,904,1
L,239,240,904,1
L,240,242,904,1
L,239,244,904,1
L,238,239,904,1
L,236,237,905,0
L,237,244,905,0
L,239,244,905,1
L,244,245,905,1
L,236,237,906,0
L,237,244,906,0
L,239,244,906,1
L,244,248,906,1
L,244,245,907,1
L,239,244,907,1
L,244,248,907,1
l,224,412,368,284,1
l,226,412,368,284,1
